zone,groupe,roche,AlphaZone,AlphaGroupe,AlphaRoche,AlphaDescriptRoche,AlphaLabel,nature,type,longueur,largeur,epaisseur,orientation,nom,num Chippendale,nom Bicknell,Notes,LabelSect,X_L2e,Y_L2e,Z,Géographie,Plan,Image
4,6,8@b,IV,VI,8 ?,8beta,ZIV.GVI.R 8 ?,None,None,,,,,,,,,Me,1008057.4,1909027.234,2471.53,9,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGVI\ZIVGVIR8@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
4,2,23@c,IV,II,23 ?,23gamma,ZIV.GII.R 23 ?,None,None,,,,,Roches aux stries concentriques,,,,Me,1008687.307,1909215.003,2430,1,D:\Base de Donnees\Images\SS_PlanInd.bmp,D:\Base de Donnees\Images\SS_Image.bmp
4,3,5D4,IV,III,5D4,5D4,ZIV.GIII.R 5D4,S,A,,,,,Roche de la cupule en U,,,,Me,1008568,1909088.192,2403.2,4,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIII\ZIVGIIIR5D4.gif,D:\Base de Donnees\Images\Photos Roches\ZIV\ZIVGIII\ZIVGIIIR5D4\ZIVGIIIR5D4.JPG
4,3,14@c,IV,III,14 ?,14gamma,ZIV.GIII.R 14 ?,None,B,,,,,,,,,Me,1008521.37,1909341.287,2454.74,4,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIII\ZIVGIIIR14@c.gif,D:\Base de Donnees\Images\Photos Roches\ZIV\ZIVGIII\ZIVGIIIR14@c\ZIVGIIIR14@c.JPG
4,3,14@e,IV,III,14 ?,14epsilon,ZIV.GIII.R 14 ?,None,B,,,,,,,,,Me,1008528.882,1909340.803,2452.67,9,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIII\ZIVGIIIR14@e.gif,D:\Base de Donnees\Images\Photos Roches\ZIV\ZIVGIII\ZIVGIIIR14@e\ZIVGIIIR14@e.JPG
4,3,14@g,IV,III,14 ?,14eta,ZIV.GIII.R 14 ?,None,PB,,,,,,,,,Me,1008511.436,1909339.422,2458.4,4,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIII\ZIVGIIIR14@g.gif,D:\Base de Donnees\Images\Photos Roches\ZIV\ZIVGIII\ZIVGIIIR14@g\ZIVGIIIR14@g.JPG
4,3,16@e,IV,III,16 ?,16epsilon,ZIV.GIII.R 16 ?,S,None,,,,,,,,pas de photo D.G.,Me,1008489.586,1909430.136,2481.58,4,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIII\ZIVGIIIR16@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
4,3,17@e,IV,III,17 ?,17epsilon,ZIV.GIII.R 17 ?,None,None,,,,,Roche de la grande plage carrée,,,pas de photo D.G.,Me,1008519.393,1909434.989,2491.26,2,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIII\ZIVGIIIR17@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
4,4,9@r,IV,IV,9 ?,9sigma,ZIV.GIV.R 9 ?,None,None,,,,,,,,,Me,1008328.738,1909382.718,2518.04,2,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIV\ZIVGIVR9@g.gif,D:\Base de Donnees\Images\SS_Image.bmp
4,6,9@d,IV,VI,9 ?,9delta,ZIV.GVI.R 9 ?,None,None,,,,,,,,,Me,1007936.389,1908944.386,2523.27,9,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGVI\ZIVGVIR9@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
4,7,1@a,IV,VII,1 ?,1alpha,ZIV.GVII.R 1 ?,None,None,,,,,,,,,Me,1008648.135,1909180.017,2428.78,9,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGVII\ZIVGVIIR1@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,3,2@f,XI,III,2 ?,2zeta,ZXI.GIII.R 2 ?,None,None,,,,,,,,,Me,1009209.796,1910560.15,2593.13,9,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGIII\ZXIGIIIR2@f.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,3,2@g,XI,III,2 ?,2eta,ZXI.GIII.R 2 ?,None,None,,,,,,,,,Me,1009209.653,1910566.02,2597.22,1,"D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGIII\ZXIGIIIR2@g-Fa,b.gif",D:\Base de Donnees\Images\SS_Image.bmp
11,3,2@h,XI,III,2 ?,2theta,ZXI.GIII.R 2 ?,None,None,,,,,,,,,Me,1009199.314,1910557.083,2590.83,1,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGIII\ZXIGIIIR2@h.gif,D:\Base de Donnees\Images\SS_Image.bmp
7,1,8@e,VII,I,8 ?,8epsilon,ZVII.GI.R 8 ?,None,None,,,,,,,,,Me,1009168.236,1909518.651,2297.18,9,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGI\ZVIIGIR8@e.jpg,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGI\ZVIIGIR8@e\ZVIIGIR8@e.JPG
8,10,35@k,VIII,X,35 ?,35lambda,ZVIII.GX.R 35 ?,None,None,,,,,,,,milli numéroté 35@v,Me,1008937.721,1909645.691,2362.66,9,D:\Base de Donnees\Images\Images Faces\ZVIII\ZVIIIGX\ZVIIIGXR35@k.gif,D:\Base de Donnees\Images\SS_Image.bmp
8,10,35@s,VIII,X,35 ?,35tau,ZVIII.GX.R 35 ?,None,None,,,,,,,,,Me,1008941.993,1909644.323,2359.47,9,D:\Base de Donnees\Images\Images Faces\ZVIII\ZVIIIGX\ZVIIIGXR35@s.gif,D:\Base de Donnees\Images\SS_Image.bmp
8,10,34@b,VIII,X,34 ?,34beta,ZVIII.GX.R 34 ?,None,None,,,,,,,,,Me,1008932.31,1909698.26,2356,9,D:\Base de Donnees\Images\Images Faces\ZVIII\ZVIIIGX\ZVIIIGXR34@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
8,10,39,VIII,X,39,39,ZVIII.GX.R 39,None,None,,,,,,,,,Me,1008910.096,1909660.763,2378.05,9,D:\Base de Donnees\Images\Images Faces\ZVIII\ZVIIIGX\ZVIIIGXR39.jpg,D:\Base de Donnees\Images\SS_Image.bmp
8,10,39@a,VIII,X,39 ?,39alpha,ZVIII.GX.R 39 ?,None,None,,,,,,,,,Me,1008912.8,1909659.412,2376.98,9,D:\Base de Donnees\Images\Images Faces\ZVIII\ZVIIIGX\ZVIIIGXR39@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
8,9,11,VIII,IX,11,11,ZVIII.GIX.R 11,S,A,,,,,,,,,Me,1008840.152,1909468.92,2438.24,2,D:\Base de Donnees\Images\Images Faces\ZVIII\ZVIIIGIX\ZVIIIGIXR11.gif,D:\Base de Donnees\Images\Photos Roches\ZVIII\ZVIIIGIX\ZVIIIGIXR11\P1000383.JPG
8,10,35@x,VIII,X,35 ?,35omega,ZVIII.GX.R 35 ?,None,None,,,,,,,,,Me,1008905.683,1909716.031,2364.41,8,D:\Base de Donnees\Images\Images Faces\ZVIII\ZVIIIGX\ZVIIIGXR35@x.jpg,D:\Base de Donnees\Images\SS_Image.bmp
11,3,1@g,XI,III,1 ?,1eta,ZXI.GIII.R 1 ?,None,None,,,,,,,,,Me,1009258.346,1910362.152,2504.88,9,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGIII\ZXIGIIIR1@g.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,2,3@a,XI,II,3 ?,3alpha,ZXI.GII.R 3 ?,None,None,,,,,,,,,Me,1009251.873,1910072.745,2434.48,9,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGII\ZXIGIIR3@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,3,5@c,X,III,5 ?,5gamma,ZX.GIII.R 5 ?,None,A,,,,,,,,,Me,1009127.142,1909649.084,2299.03,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGIII\ZXGIIIR5@c.jpg,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGIII\ZXGIIIR5@c\P7150312.JPG
10,2,15@d,X,II,15 ?,15delta,ZX.GII.R 15 ?,S,A,,,,,,,,,Me,1009107.765,1909850.522,2330.64,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR15@d.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR15@d\P7070029.JPG
10,2,15@e,X,II,15 ?,15epsilon,ZX.GII.R 15 ?,S,A,,,,,,,,,Me,1009100.741,1909847.423,2332.83,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR15@e.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR15@e\P7070038.JPG
10,2,15@x,X,II,15 ?,15omega,ZX.GII.R 15 ?,S,A,,,,,,,,,Me,1009090.28,1909840.817,2329.95,2,D:\Base de Donnees\Images\SS_PlanInd.bmp,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR15@x\P7070037.JPG
10,4,2@a,X,IV,2 ?,2alpha,ZX.GIV.R 2 ?,None,None,,,,,,,,,Me,1009319.695,1909610.379,2412.62,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGIV\ZXGIVR2@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,2@b,XI,I,2 ?,2beta,ZXI.GI.R 2 ?,None,None,,,,,,,,,Me,1009156.448,1909852.64,2349.05,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR2@b-Fa.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,3@a,XI,I,3 ?,3alpha,ZXI.GI.R 3 ?,None,None,,,,,,,,,Me,1009173.851,1909891.45,2359.58,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR3@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,4@b,XI,I,4 ?,4beta,ZXI.GI.R 4 ?,None,None,,,,,,,,,Me,1009155.929,1909902.638,2354.4,1,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR4@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,4@c,XI,I,4 ?,4gamma,ZXI.GI.R 4 ?,None,None,,,,,,,,,Me,1009161.335,1909897.489,2355.91,1,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR4@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,4@d,XI,I,4 ?,4delta,ZXI.GI.R 4 ?,None,None,,,,,,,,,Me,1009163.652,1909904.183,2357.36,1,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR4@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,7@a,XI,I,7 ?,7alpha,ZXI.GI.R 7 ?,None,None,,,,,,,,,Me,1009210.624,1909862.828,2372.47,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR7@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,11@b,XI,I,11 ?,11beta,ZXI.GI.R 11 ?,None,None,,,,,,,,,Me,1009233.137,1909838.839,2373.16,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR11@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,15,XI,I,15,15,ZXI.GI.R 15,None,None,,,,,,,,,Me,1009252.94,1909844.677,2391.88,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR15.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,17@h,XI,I,17 ?,17theta,ZXI.GI.R 17 ?,S,A,,,,,,,,,Me,1009354.784,1909804.546,2460.62,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR17@h.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR17@h\P8040145.JPG
11,1,17@d,XI,I,17 ?,17delta,ZXI.GI.R 17 ?,None,None,,,,,,,,,Me,1009356.599,1909799.488,2460.24,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR17@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,2,1@d,XI,II,1 ?,1delta,ZXI.GII.R 1 ?,None,None,,,,,,,,,Me,1009108.71,1910134.579,2351.77,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGII\ZXIGIIR1@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,2,1@e,XI,II,1 ?,1epsilon,ZXI.GII.R 1 ?,S,B,,,,,,,,,Me,1009078.998,1910185.759,2357.32,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGII\ZXIGIIR1@e.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGII\ZXIGIIR1@e\P8140018.JPG
11,2,2@b,XI,II,2 ?,2beta,ZXI.GII.R 2 ?,None,None,,,,,,,,,Me,1009149.92,1910122.165,2409.49,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGII\ZXIGIIR2@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
6,1,5B,VI,I,5B,5B,ZVI.GI.R 5B,S,B,,,,,,,,,Me,1009237.141,1908979.421,2215.51,4,D:\Base de Donnees\Images\Images Faces\ZVI\ZVIGI\ZVIGIR5B-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZVI\ZVIGI\ZVIGIR5B\ZVIGIR5B.Fa.JPG
6,1,6@b,VI,I,6 ?,6beta,ZVI.GI.R 6 ?,S,B,,,,,,,,,Me,1009219.762,1908983.337,2219.84,4,D:\Base de Donnees\Images\Images Faces\ZVI\ZVIGI\ZVIGIR6@b.gif,D:\Base de Donnees\Images\Photos Roches\ZVI\ZVIGI\ZVIGIR6@b\ZVIGIR6@b.JPG
6,1,11@c,VI,I,11 ?,11gamma,ZVI.GI.R 11 ?,S,None,,,,,,,,,Me,1009149.928,1908976.928,2255.02,4,D:\Base de Donnees\Images\Images Faces\ZVI\ZVIGI\ZVIGIR11@c.gif,D:\Base de Donnees\Images\Photos Roches\ZVI\ZVIGI\ZVIGIR11@c\ZVIGIR11@c.JPG
6,2,11@a,VI,II,11 ?,11alpha,ZVI.GII.R 11 ?,None,None,,,,,,,,,Me,1009036.756,1909233.287,2290.08,1,D:\Base de Donnees\Images\Images Faces\ZVI\ZVIGII\ZVIGIIR11@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
6,2,11A,VI,II,11A,11A,ZVI.GII.R 11A,None,None,,,,,,,,,Me,1009036.398,1909249.17,2296.74,2,D:\Base de Donnees\Images\Images Faces\ZVI\ZVIGII\ZVIGIIR11A.gif,D:\Base de Donnees\Images\SS_Image.bmp
6,2,16E,VI,II,16E,16E,ZVI.GII.R 16E,None,None,,,,,,,,,Me,1009151.198,1909255.379,2226.25,4,D:\Base de Donnees\Images\Images Faces\ZVI\ZVIGII\ZVIGIIR16E.gif,D:\Base de Donnees\Images\SS_Image.bmp
6,1,12@c,VI,I,12 ?,12gamma,ZVI.GI.R 12 ?,S,B,,,,,,,,,Me,1009132.823,1908957.871,2256.19,4,D:\Base de Donnees\Images\Images Faces\ZVI\ZVIGI\ZVIGIR12@c.gif,D:\Base de Donnees\Images\Photos Roches\ZVI\ZVIGI\ZVIGIR12@c\ZVIGIR12@c.JPG
6,1,11@d,VI,I,11 ?,11delta,ZVI.GI.R 11 ?,None,A,,,,,,,,,Me,1009155.137,1908982.023,2252.25,4,D:\Base de Donnees\Images\Images Faces\ZVI\ZVIGI\ZVIGIR11@d.gif,D:\Base de Donnees\Images\Photos Roches\ZVI\ZVIGI\ZVIGIR11@d\ZVIGIR11@d.JPG
6,2,4@d,VI,II,4 ?,4delta,ZVI.GII.R 4 ?,None,None,,,,,,,,,Me,1009225.239,1909115.197,2237.17,4,D:\Base de Donnees\Images\Images Faces\ZVI\ZVIGII\ZVIGIIR4@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
7,1,12A,VII,I,12A,12A,ZVII.GI.R 12A,G,None,,,,,,,,,Me,1009174.471,1909367.589,2248.17,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGI\ZVIIGIR12A.jpg,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGI\ZVIIGIR12A\ZVIIGIR12A.JPG
7,1,4@e,VII,I,4 ?,4epsilon,ZVII.GI.R 4 ?,None,None,,,,,,,,"prb confusion avec 5B de desc FV, existe 5B chez NB",Me,1009251.938,1909362.662,2276.89,4,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGI\ZVIIGIR4@e.jpg,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGI\ZVIIGIR4@e\ZVIIGIR4@e.JPG
8,4,51@c,VIII,IV,51 ?,51gamma,ZVIII.GIV.R 51 ?,None,None,,,,,,,,,Me,1008968.919,1909363.436,2360.24,1,D:\Base de Donnees\Images\Images Faces\ZVIII\ZVIIIGIV\ZVIIIGIVR5(1)@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
8,9,5bis,VIII,IX,5bis,5bis,ZVIII.GIX.R 5bis,None,A,,,,,,,,,Me,1008726.567,1909431.383,2490.54,2,D:\Base de Donnees\Images\SS_PlanInd.bmp,D:\Base de Donnees\Images\Photos Roches\ZVIII\ZVIIIGIX\ZVIIIGIXR5bis\P1000366.JPG
10,3,5@x,X,III,5 ?,5omega,ZX.GIII.R 5 ?,S,A,,,,,,,,,Me,1009126.088,1909666.949,2298.9,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGIII\ZXGIIIR5@x.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGIII\ZXGIIIR5@x\P7150312.JPG
10,3,5@l,X,III,5 ?,5mu,ZX.GIII.R 5 ?,S,A,,,,,Roche des figures à franges et du double zigzag,,,,Me,1009122.357,1909696.496,2295.16,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGIII\ZXGIIIR5@l.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGIII\ZXGIIIR5@l\P7150312.JPG
8,9,6@d,VIII,IX,6 ?,6delta,ZVIII.GIX.R 6 ?,None,A,,,,,,,,,Me,1008809.709,1909431.239,2444.8,2,D:\Base de Donnees\Images\SS_PlanInd.bmp,D:\Base de Donnees\Images\Photos Roches\ZVIII\ZVIIIGIX\ZVIIIGIXR6@d\P1000372.JPG
23,1,1,XXIII,I,1,1,ZXXIII.GI.R 1,G,A,,,,,Roche des Verrairiers,,,,Go,1007565.02,1908142.648,2352.9,5,D:\Base de Donnees\Images\Images Faces\ZXXIII\ZXXIIIGIR1-Fa.jpg,D:\Base de donnees\Images\Photos Roches\ZXXIII\P8310160.JPG
1,1,1bis,I,I,1bis,1bis,ZI.GI.R 1bis,None,None,,,,,,,,,Me,1010988.184,1908631.48,2038.8,4,D:\Base de Donnees\Images\Images Faces\ZI\ZIGI\ZIGIR1bis.jpg,D:\Base de Donnees\Images\SS_Image.bmp
5,1,2@k,V,I,2 ?,2lambda,ZV.GI.R 2 ?,S,B,170,90,,NESO,,,,,Me,1009534.098,1908560.765,2118.77,2,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\Photos Roches\ZV\ZVGI\ZVGIR2@k\P8250005.JPG
5,1,17@f,V,I,17 ?,17zeta,ZV.GI.R 17 ?,S,B,,,,,,,,,Me,1009316.315,1908791.753,2173.71,2,D:\Base de Donnees\Images\Images Faces\ZV\ZVGI\ZVGIR17@f.gif,D:\Base de Donnees\Images\SS_Image.bmp
5,3,20@b,V,III,20 ?,20beta,ZV.GIII.R 20 ?,G,B,142,92,,,,,,,Me,1009236.067,1908517.162,2179.4,4,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
5,1,26@g,V,I,26 ?,26eta,ZV.GI.R 26 ?,SG,B,,,,,,,,,Me,1009120.391,1908912.33,2268.73,4,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\Photos Roches\ZV\ZVGI\ZVGIR26@g\P9060553.JPG
1,2,11@d,I,II,11 ?,11delta,ZI.GII.R 11 ?,G,None,,,,,,,,,Me,1009873.311,1908841.426,2148.74,2,D:\Base de Donnees\Images\Images Faces\ZI\ZIGII\ZIGIIR11@d.jpg,D:\Base de donnees\Images\Photos Roches\ZI\ZIGII\ZIGIIR11@d\552 ZI.GII.R11 delta.JPG
1,2,11@e,I,II,11 ?,11epsilon,ZI.GII.R 11 ?,G,None,,,,,,,,,Me,1009892.35,1908835.475,2144.04,4,D:\Base de Donnees\Images\Images Faces\ZI\ZIGII\ZIGIIR11@e.jpg,D:\Base de Donnees\Images\SS_Image.bmp
1,2,11@g,I,II,11 ?,11eta,ZI.GII.R 11 ?,G,None,,,,,,,,,Me,1009866.309,1908839.403,2146.83,4,D:\Base de Donnees\Images\Images Faces\ZI\ZIGII\ZIGIIR11@g.jpg,D:\Base de donnees\Images\Photos Roches\ZI\ZIGII\ZIGIIR11@g\555 ZI.GII.R11 eta.JPG
19,1,22@a,XIX,I,22 ?,22alpha,ZXIX.GI.R 22 ?,S,B,,,,,,7.08,,,Fo,1009922.988,1911040.105,2477.61,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR22@a(3).jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,8@c,XIX,II,8 ?,8gamma,ZXIX.GII.R 8 ?,S,B,,,,,Roche des trois hallebardes et de la spirale à six tours,,,,Fo,1009950.956,1911211.708,2529.54,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR8@c.jpg,D:\Base de donnees\Images\Photos Roches\ZXIX\ZXIXGII\ZXIXGIIR8@c\P9140114.JPG
19,2,20@c,XIX,II,20 ?,20gamma,ZXIX.GII.R 20 ?,S,A,,,,,Roche des sept petits personnages associés à la foudre,,,,Fo,1010263.734,1911112.967,2404.57,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR20@c.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,22@a,XIX,II,22 ?,22alpha,ZXIX.GII.R 22 ?,S,None,,,,,,,,,Fo,1010297.79,1911076.575,2387.3,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR22@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,34@a,XIX,II,34 ?,34alpha,ZXIX.GII.R 34 ?,GS,A,,,,,Roche du petit personnage et de la plage rectangulaire associée à la foudre,,,,Fo,1010242.011,1911250.382,2419.52,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR34@a.jpg,D:\Base de donnees\Images\Photos Roches\ZXIX\ZXIXGII\ZXIXGIIR34@a\ZXIXGIIR34@a_lt.jpg
19,2,18@a,XIX,II,18 ?,18alpha,ZXIX.GII.R 18 ?,S,None,,,,,Roche des quatre spirales,,,,Fo,1010170.487,1911124.271,2461.9,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR18@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,1@a,XIX,I,1 ?,1alpha,ZXIX.GI.R 1 ?,S,A,,,,,,,,,Fo,1010572.356,1911106.204,2318.99,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR1@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,3@a,XIX,I,3 ?,3alpha,ZXIX.GI.R 3 ?,S,A,,,,,,,,,Fo,1010574.441,1911095.183,2322.25,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR3@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,2@a,XIX,I,2 ?,2alpha,ZXIX.GI.R 2 ?,S,A,,,,,,,,,Fo,1010566.994,1911103.225,2321.79,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR2@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,4@a,XIX,I,4 ?,4alpha,ZXIX.GI.R 4 ?,S,B,,,,,,,,,Fo,1010547.633,1911105.608,2327.98,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR4@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,5@a,XIX,I,5 ?,5alpha,ZXIX.GI.R 5 ?,S,A,,,,,,,,,Fo,1010472.87,1911077.609,2357.82,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR5@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,5@b,XIX,I,5 ?,5beta,ZXIX.GI.R 5 ?,S,B,,,,,,,,,Fo,1010515.762,1911057.95,2346.79,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,1,6@b,XIX,I,6 ?,6beta,ZXIX.GI.R 6 ?,S,B,,,,,,,,,Fo,1010376.065,1911038.887,2370,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR6@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,6@a,XIX,I,6 ?,6alpha,ZXIX.GI.R 6 ?,S,A,,,,,,,,,Fo,1010365.64,1911058.248,2371.69,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,1,7@a,XIX,I,7 ?,7alpha,ZXIX.GI.R 7 ?,S,A,,,,,,,,,Fo,1010345.981,1911059.738,2377.71,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR7@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,8@a,XIX,I,8 ?,8alpha,ZXIX.GI.R 8 ?,S,A,,,,,,,,,Fo,1010347.768,1911035.909,2370,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR8@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,9@a,XIX,I,9 ?,9alpha,ZXIX.GI.R 9 ?,S,B,,,,,,,,,Fo,1010360.874,1911014.761,2370,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR9@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,9@c,XIX,I,9 ?,9gamma,ZXIX.GI.R 9 ?,S,B,,,,,,,,,Fo,1010294.58,1911044.154,2370,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR9@c.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,9@d,XIX,I,9 ?,9delta,ZXIX.GI.R 9 ?,S,B,,,,,,,,,Fo,1010222.597,1911025.951,2378.15,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR9@d.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,11@a,XIX,I,11 ?,11alpha,ZXIX.GI.R 11 ?,S,B,,,,,,,,,Fo,1010171.578,1911023.21,2385.93,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR11@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,10@a,XIX,I,10 ?,10alpha,ZXIX.GI.R 10 ?,S,B,,,,,,,,,Fo,1010192.66,1910972.401,2376.64,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR10@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,15@c,XIX,I,15 ?,15gamma,ZXIX.GI.R 15 ?,S,B,,,,,,,,,Fo,1010158.928,1910970.504,2387.04,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR15@c.jpg,D:\Base de Donnees\Images\SS_Image.bmp
